"row","Id","Attrition","Age","CivilStatus","Education","Salary","ContractType","MonthsAtCompany","NumSalaryChanges","NumJobPositionChanges","HadPromotion","Occupation","Insalubrity","Periculosity","UnionMember","Stability","HomeDistance","HomeTime","HasDependents"
"682",6179,"Yes",60,"United","4",4.43,"1",7,0,0,"No","22","No","No","Yes","No",1,4,"No"
"683",6335,"Yes",42,"Single","3",2.95,"1",49,1,1,"No","10","Yes","No","No","No",2,7,"Yes"
"684",6361,"Yes",37,"United","3",2.38,"1",35,0,0,"No","28","Yes","No","No","No",8,21,"Yes"
"685",6369,"Yes",30,"Single","6",12.07,"1",7,0,0,"No","12","Yes","No","No","No",30,32,"No"
"686",6312,"Yes",27,"Single","5",9.22,"1",9,0,0,"No","21","No","No","No","No",9,15,"No"
"687",6322,"Yes",34,"United","3",2.64,"1",2,0,0,"No","10","Yes","No","No","No",3,7,"Yes"
"688",6436,"Yes",20,"Single","3",3.74,"1",6,0,0,"No","13","Yes","No","No","No",2,5,"No"
"689",6386,"Yes",28,"Single","3",2.53,"1",0,0,0,"No","1","Yes","No","No","No",10,19,"Yes"
"690",6388,"Yes",19,"Single","3",2.89,"1",14,0,0,"No","28","Yes","No","No","No",4,11,"No"
"691",6350,"Yes",40,"Single","3",2.95,"1",7,1,0,"No","10","No","No","No","No",8,16,"No"
"692",6351,"Yes",30,"Single","5",9.93,"1",15,0,0,"No","12","Yes","No","No","No",31,33,"No"
"693",6392,"Yes",22,"United","3",3.18,"1",0,0,0,"No","10","Yes","No","No","No",6,15,"Yes"
"694",6425,"Yes",36,"Single","5",7.86,"10",10,0,0,"No","23","No","No","No","No",3,8,"Yes"
"695",6360,"Yes",33,"Widower","3",2.59,"1",6,0,0,"No","28","Yes","No","No","No",19,25,"Yes"
"696",6367,"Yes",24,"Single","3",4.18,"1",20,0,0,"No","13","Yes","No","No","No",3,10,"No"
"697",6477,"Yes",33,"United","3",2.86,"1",0,0,0,"No","13","Yes","No","No","No",8,17,"No"
"698",6431,"Yes",22,"Single","3",3.53,"1",31,0,1,"No","21","No","No","No","No",3,10,"No"
"699",6486,"Yes",31,"Single","3",2.54,"1",2,0,0,"No","10","Yes","No","No","No",3,8,"Yes"
"700",6406,"Yes",24,"Single","5",23.25,"10",8,0,0,"No","21","No","No","No","No",1,6,"No"
"701",6447,"Yes",22,"Single","3",2,"1",2,0,0,"No","10","Yes","No","No","No",11,25,"No"
"702",6429,"Yes",30,"Single","3",5.21,"1",25,3,1,"No","2","Yes","No","No","No",8,14,"Yes"
"703",6472,"Yes",27,"Single","3",4.35,"1",12,2,1,"No","6","Yes","No","No","No",5,14,"Yes"
"704",6449,"Yes",31,"Single","5",10.93,"1",70,0,0,"No","13","Yes","No","No","Yes",10,24,"No"
"705",6455,"Yes",34,"Single","3",2.3,"1",6,1,0,"No","10","Yes","No","No","No",2,7,"No"
"706",6481,"Yes",40,"United","2",2.35,"1",25,0,0,"No","28","Yes","No","No","No",9,20,"Yes"
"707",6482,"Yes",38,"Single","3",4.2,"1",89,1,0,"No","10","Yes","No","No","No",10,23,"No"
"708",6512,"Yes",37,"United","3",3.63,"1",10,0,0,"No","27","No","No","No","No",19,36,"Yes"
"709",6439,"Yes",32,"Single","5",17.79,"1",34,0,0,"No","12","Yes","No","No","Yes",26,31,"Yes"
"710",6547,"Yes",38,"Single","5",25.15,"10",16,0,0,"No","9","No","No","No","No",6,12,"No"
"711",6459,"Yes",29,"United","3",4.44,"1",19,1,0,"No","13","Yes","No","No","Yes",8,19,"Yes"
"712",6463,"Yes",33,"United","3",2.51,"1",1,0,0,"No","27","Yes","No","No","No",10,19,"Yes"
"713",6508,"Yes",33,"United","5",16.1,"10",59,0,1,"No","23","No","No","Yes","Yes",3,11,"No"
"714",6505,"Yes",31,"United","5",9.98,"10",20,0,1,"No","23","No","No","Yes","No",1,6,"Yes"
"715",6511,"Yes",28,"United","3",3.18,"1",8,1,0,"No","1","Yes","No","No","No",1,6,"Yes"
"716",6535,"Yes",33,"United","5",6.66,"1",21,2,0,"No","13","Yes","No","No","No",1,5,"Yes"
"717",6588,"Yes",27,"Single","3",2.73,"1",7,1,0,"No","14","Yes","No","No","No",2,6,"Yes"
"718",6536,"Yes",34,"United","2",2.34,"1",18,3,1,"No","28","Yes","No","No","No",9,15,"Yes"
"719",6532,"Yes",25,"Single","3",2.54,"1",3,0,1,"No","28","Yes","No","No","No",3,7,"Yes"
"720",6518,"Yes",25,"United","4",4.6,"1",32,0,0,"No","21","No","No","No","No",13,24,"No"
"721",6443,"Yes",27,"Single","3",5.07,"1",38,1,0,"No","13","Yes","No","No","No",11,25,"No"
"722",6577,"Yes",28,"Single","3",3.38,"1",49,2,1,"No","10","Yes","No","No","Yes",2,6,"Yes"
"723",6448,"Yes",25,"United","3",3.18,"1",4,1,0,"No","10","Yes","No","No","No",7,18,"No"
"724",6524,"Yes",41,"United","5",23.01,"10",17,0,1,"No","23","No","No","No","No",2,7,"No"
"725",6526,"Yes",25,"United","5",9.87,"10",6,0,0,"No","23","No","No","No","No",24,23,"No"
"726",6542,"Yes",19,"Single","3",2.54,"1",3,0,0,"No","10","Yes","No","No","No",3,9,"No"
"727",6543,"Yes",25,"Single","3",5.4,"1",47,1,0,"No","13","Yes","No","No","Yes",5,12,"Yes"
"728",6561,"Yes",25,"Single","4",2.43,"1",13,1,0,"No","1","Yes","No","No","No",3,9,"No"
"729",6602,"Yes",31,"Single","5",15.57,"1",33,0,0,"No","12","Yes","No","No","No",33,37,"No"
"730",6590,"Yes",37,"United","6",10.79,"1",16,0,0,"No","12","Yes","No","No","No",21,29,"Yes"
"731",6657,"Yes",27,"Single","3",3.19,"1",14,1,0,"No","13","Yes","No","No","No",9,18,"Yes"
"732",6607,"Yes",28,"Single","5",12.07,"1",8,0,0,"No","12","Yes","No","No","No",29,30,"No"
"733",6611,"Yes",35,"United","2",4.29,"1",70,0,0,"No","27","No","No","Yes","No",1,6,"No"
"734",6622,"Yes",27,"Single","5",3.27,"1",34,0,0,"No","22","No","No","No","No",36,36,"No"
"735",6507,"Yes",24,"Single","5",6.59,"1",5,2,0,"No","13","Yes","No","No","No",8,15,"No"
"736",6628,"Yes",42,"United","3",5.07,"1",34,1,0,"No","13","Yes","No","No","No",5,13,"No"
"737",6634,"Yes",25,"Single","5",5,"1",12,0,0,"No","14","Yes","No","No","No",0,2,"No"
"738",6633,"Yes",28,"Single","5",16.62,"1",3,0,0,"No","12","Yes","No","No","No",27,31,"No"
"739",6680,"Yes",31,"Single","3",3.41,"1",8,0,0,"No","27","No","No","No","Yes",3,10,"Yes"
"740",6651,"Yes",33,"United","3",5.07,"1",38,1,0,"No","13","Yes","No","Yes","No",10,17,"Yes"
"741",6654,"Yes",27,"Single","5",11.71,"1",33,0,0,"No","13","Yes","No","No","No",19,27,"No"
"742",6661,"Yes",25,"Single","3",2.82,"1",14,3,1,"No","9","Yes","No","No","No",8,17,"Yes"
"743",6707,"Yes",36,"Single","5",20.45,"1",7,1,0,"No","1","Yes","No","No","No",20,28,"No"
"744",6709,"Yes",32,"Single","3",4.09,"1",40,1,0,"No","13","Yes","No","No","No",6,16,"No"
"745",6693,"Yes",25,"Single","5",8.29,"1",19,0,0,"No","11","No","No","No","No",0,2,"No"
"746",6701,"Yes",18,"Single","3",2.73,"1",6,1,0,"No","14","Yes","No","Yes","No",9,17,"No"
"747",6702,"Yes",32,"United","3",4.09,"1",0,0,0,"No","16","Yes","No","No","No",12,21,"Yes"
"748",6644,"Yes",44,"Single","3",5.97,"1",69,0,0,"No","17","No","No","No","No",9,15,"No"
"749",6646,"Yes",27,"Single","3",3,"1",28,1,0,"No","9","Yes","No","No","No",4,12,"No"
"750",6656,"Yes",34,"United","5",8.45,"1",8,0,0,"No","13","Yes","No","No","No",5,12,"No"
"751",6658,"Yes",27,"United","3",4.09,"1",37,1,0,"No","13","Yes","No","No","No",1,5,"Yes"
"752",6659,"Yes",20,"United","3",2.43,"1",13,1,0,"No","10","Yes","No","No","No",9,21,"No"
"753",6728,"Yes",33,"Single","3",3.58,"1",34,1,0,"No","13","Yes","No","No","No",2,6,"Yes"
"754",6612,"Yes",58,"Desunited","2",2.6,"1",4,0,0,"No","28","Yes","No","No","No",8,15,"No"
"755",6739,"Yes",24,"Single","3",3.19,"1",13,1,0,"No","13","Yes","No","No","No",28,39,"No"
"756",6768,"Yes",39,"Widower","3",2.09,"1",10,0,0,"No","28","Yes","No","No","No",1,4,"Yes"
"757",6697,"Yes",18,"Single","3",2.18,"1",4,0,0,"No","27","No","No","No","No",3,7,"No"
"758",6772,"Yes",30,"Single","3",4.18,"1",8,0,0,"No","13","Yes","No","No","No",9,17,"No"
"759",6773,"Yes",39,"Single","5",4.32,"1",52,0,0,"No","21","No","No","No","No",0,0,"No"
"760",6671,"Yes",30,"United","3",3.09,"1",21,0,0,"No","13","Yes","No","No","No",1,3,"No"
"761",6681,"Yes",45,"United","5",1.16,"1",34,0,0,"No","21","No","No","No","No",6,20,"No"
"762",6649,"Yes",34,"Single","3",5.78,"1",26,2,0,"No","13","Yes","No","No","Yes",2,7,"Yes"
"763",6653,"Yes",27,"Single","5",9.54,"1",0,0,0,"No","13","Yes","No","No","No",30,32,"No"
"764",6718,"Yes",42,"United","2",3.09,"1",24,0,0,"No","13","Yes","No","No","No",12,19,"No"
"765",6735,"Yes",30,"United","3",3.57,"1",32,1,0,"No","13","Yes","No","No","No",1,4,"No"
"766",6770,"Yes",25,"Single","3",5.07,"1",41,1,0,"No","1","Yes","No","No","No",2,7,"No"
"767",6771,"Yes",31,"Single","3",4.35,"1",9,1,0,"No","13","Yes","No","No","No",18,23,"Yes"
"768",6782,"Yes",44,"United","5",18.25,"10",40,0,1,"No","23","No","No","No","No",8,16,"Yes"
"769",6783,"Yes",44,"United","5",2.04,"1",40,0,1,"No","25","No","No","No","No",8,16,"Yes"
"770",6760,"Yes",28,"Single","5",5.07,"1",31,1,0,"No","13","Yes","No","No","Yes",2,6,"Yes"
"771",6762,"Yes",28,"Single","5",4.64,"1",2,0,0,"No","13","Yes","No","No","No",8,18,"No"
"772",6781,"Yes",23,"Single","3",2.86,"1",2,0,0,"No","13","Yes","No","Yes","No",3,8,"Yes"
"773",6786,"Yes",39,"Desunited","4",13.16,"10",3,0,0,"No","23","No","No","No","No",34,38,"Yes"
"774",6834,"Yes",27,"Single","3",3.27,"1",4,0,0,"No","13","Yes","No","No","No",6,16,"Yes"
"775",6836,"Yes",26,"Single","3",2.95,"1",6,1,0,"No","10","Yes","No","No","No",7,13,"No"
"776",6706,"Yes",29,"Single","3",4.18,"1",9,0,0,"No","13","Yes","No","No","No",34,43,"No"
"777",6807,"Yes",30,"United","3",4.73,"1",26,1,0,"No","13","Yes","No","No","No",8,21,"No"
"778",6809,"Yes",42,"United","3",3.68,"1",22,1,0,"No","1","Yes","No","No","No",8,19,"Yes"
"779",6823,"Yes",29,"Single","5",7.06,"1",54,1,0,"No","17","No","No","No","No",2,8,"No"
"780",6721,"Yes",31,"Single","3",4.25,"1",49,1,0,"No","13","Yes","No","No","No",27,36,"No"
"781",6852,"Yes",36,"Single","3",4.73,"1",21,2,1,"No","9","Yes","No","No","No",0,4,"Yes"
"782",6743,"Yes",27,"Single","5",8.53,"1",15,0,0,"No","13","Yes","No","No","No",17,21,"No"
"783",6817,"Yes",20,"Single","3",3.64,"1",13,1,0,"No","16","Yes","No","No","No",2,7,"No"
"784",6818,"Yes",46,"United","5",16.62,"1",39,0,1,"No","12","Yes","No","No","No",18,19,"No"
"785",6795,"Yes",30,"Single","5",6.66,"1",22,2,0,"No","13","Yes","No","No","Yes",43,48,"Yes"
"786",6835,"Yes",18,"Single","3",3.43,"1",4,0,0,"No","13","No","No","No","No",4,10,"No"
"787",6871,"Yes",25,"Single","2",2.85,"1",27,2,0,"No","13","Yes","No","No","No",5,7,"Yes"
"788",6796,"Yes",57,"United","3",3.37,"1",46,2,0,"No","10","Yes","No","No","No",2,7,"No"
"789",6879,"Yes",35,"Single","3",4.49,"1",34,3,1,"No","9","Yes","No","No","Yes",1,4,"Yes"
"790",6838,"Yes",46,"United","2",0.02,"1",16,0,0,"No","30","No","No","No","No",7,18,"Yes"
"791",6865,"Yes",27,"Single","3",3.15,"1",30,1,0,"No","9","Yes","No","No","No",5,13,"No"
"792",6846,"Yes",27,"Single","5",12.74,"1",15,0,0,"No","12","Yes","No","No","No",22,32,"No"
"793",6848,"Yes",32,"Single","5",15.57,"1",28,0,0,"No","12","Yes","No","No","No",21,31,"No"
"794",6850,"Yes",28,"Single","3",3.19,"1",8,1,0,"No","13","Yes","No","No","No",8,21,"Yes"
"795",6858,"Yes",32,"Single","2",3.63,"1",24,0,0,"No","27","Yes","No","No","No",6,14,"Yes"
"796",6867,"Yes",39,"United","6",9.88,"10",51,0,1,"Yes","23","No","No","Yes","No",1,4,"Yes"
"797",6903,"Yes",27,"Single","5",10.25,"1",11,0,0,"No","13","Yes","No","No","No",30,39,"No"
"798",6905,"Yes",27,"Single","3",4.73,"1",21,1,0,"No","13","Yes","No","No","No",4,10,"No"
"799",6889,"Yes",21,"Single","3",2.43,"1",8,1,0,"No","10","Yes","No","No","No",1,5,"No"
"800",6890,"Yes",23,"Single","3",3.58,"1",30,1,0,"No","13","Yes","No","No","Yes",0,3,"Yes"
"801",6893,"Yes",31,"United","5",8.01,"1",3,0,0,"No","13","Yes","No","No","No",5,13,"No"
"802",6805,"Yes",21,"United","3",1.94,"1",4,0,0,"No","10","Yes","No","No","No",10,16,"No"
"803",6811,"Yes",20,"Single","3",2.3,"1",5,1,0,"No","10","Yes","No","No","No",8,15,"No"
"804",6882,"Yes",62,"United","5",5.75,"1",62,2,0,"No","21","No","No","No","No",1,5,"No"
"805",6885,"Yes",30,"Single","5",11.8,"1",76,2,1,"No","13","Yes","No","No","No",1,4,"No"
"806",6887,"Yes",29,"United","2",2.22,"1",7,0,0,"No","27","Yes","No","No","No",5,12,"No"
"807",6875,"Yes",22,"Single","3",2.64,"1",2,0,0,"No","10","Yes","No","No","No",1,6,"No"
"808",6778,"Yes",28,"Single","5",10.34,"10",2,0,0,"No","21","No","No","No","No",1,3,"No"
"809",6797,"Yes",32,"Single","3",4.44,"1",18,1,0,"No","13","Yes","No","No","No",2,7,"No"
"810",6802,"Yes",27,"Single","3",4.44,"1",15,1,0,"No","13","Yes","No","No","No",8,19,"No"
"811",6821,"Yes",32,"United","3",3.18,"1",4,0,0,"No","27","No","No","No","No",12,26,"Yes"
"812",6854,"Yes",24,"Single","3",2.54,"1",0,0,0,"No","10","Yes","No","No","No",9,17,"Yes"
"813",6855,"Yes",32,"Single","3",4.92,"1",28,0,0,"No","13","Yes","No","No","No",43,47,"Yes"
"814",6927,"Yes",38,"Single","3",3.19,"1",2,0,0,"No","27","No","No","No","No",0,2,"No"
"815",6928,"Yes",51,"Single","3",3.19,"1",2,0,0,"No","27","No","No","No","No",6,12,"No"
"816",6931,"Yes",29,"Single","5",1.13,"1",8,0,0,"No","21","Yes","No","No","No",2,5,"No"
"817",6912,"Yes",27,"Single","2",3.19,"1",9,1,0,"No","13","Yes","No","No","No",13,23,"No"
"818",6894,"Yes",33,"Single","5",12.39,"1",32,0,0,"No","2","Yes","No","No","Yes",23,36,"Yes"
"819",6922,"Yes",30,"Single","3",2.3,"1",14,0,0,"No","13","Yes","No","No","No",22,37,"Yes"
"820",6787,"Yes",21,"Single","3",3.33,"1",4,1,0,"No","13","No","No","No","No",0,3,"No"
"821",6908,"Yes",29,"United","3",3.48,"1",6,0,0,"No","27","No","No","No","No",24,34,"Yes"
"822",6954,"Yes",32,"Single","3",4.44,"1",9,2,1,"No","9","Yes","No","No","No",5,12,"No"
"823",6955,"Yes",33,"Single","3",4.44,"1",16,1,0,"No","13","Yes","No","No","No",19,21,"Yes"
"824",6958,"Yes",21,"Single","3",2.82,"1",5,1,1,"No","9","Yes","No","No","No",2,6,"No"
"825",6960,"Yes",35,"Single","5",13.36,"1",22,1,0,"No","2","Yes","No","No","No",5,14,"Yes"
"826",6963,"Yes",22,"Single","3",3.27,"1",2,0,0,"No","13","Yes","No","No","No",4,12,"No"
"827",6967,"Yes",27,"Single","3",5.07,"1",73,1,0,"No","13","Yes","No","No","No",5,12,"No"
"828",6973,"Yes",33,"Single","3",2.54,"1",0,0,0,"No","27","Yes","No","No","No",2,7,"No"
"829",6974,"Yes",36,"United","3",4.92,"1",20,0,0,"No","13","Yes","No","No","No",7,11,"Yes"
"830",6975,"Yes",48,"United","2",2.22,"1",11,1,0,"No","27","Yes","No","No","No",8,14,"Yes"
"831",6880,"Yes",29,"Single","5",7.27,"1",7,1,0,"No","13","Yes","No","No","No",1,6,"No"
"832",6978,"Yes",22,"Single","3",1.95,"1",2,0,0,"No","13","Yes","No","No","No",1,4,"No"
"833",6881,"Yes",55,"Widower","2",4.65,"1",45,1,0,"No","27","No","No","No","No",16,34,"No"
"834",6937,"Yes",29,"United","3",3.95,"1",38,1,0,"No","13","Yes","No","No","No",3,7,"Yes"
"835",6943,"Yes",49,"United","3",5.07,"1",34,1,0,"No","13","Yes","No","No","No",12,21,"No"
"836",6994,"Yes",25,"Single","5",5.91,"1",1,0,0,"No","13","Yes","No","No","No",0,3,"No"
"837",6998,"Yes",23,"Single","3",4.18,"1",14,0,0,"No","13","Yes","No","No","No",1,5,"No"
"838",6999,"Yes",23,"Single","5",7.27,"1",4,1,0,"No","13","Yes","No","No","No",0,3,"No"
"839",6944,"Yes",27,"Single","5",17.79,"1",23,0,0,"No","12","Yes","No","No","No",1,5,"No"
"840",7015,"Yes",34,"Single","3",2,"1",0,0,0,"No","10","Yes","No","No","No",5,14,"Yes"
"841",7021,"Yes",31,"United","3",5.47,"1",50,1,0,"No","13","Yes","No","Yes","No",18,24,"No"
"842",7024,"Yes",31,"Single","3",4.73,"1",21,1,0,"No","13","Yes","No","No","No",3,8,"No"
"843",7025,"Yes",44,"Single","3",2.54,"1",2,0,0,"No","27","Yes","No","No","No",7,17,"No"
"844",7037,"Yes",29,"Single","5",13.75,"1",38,2,0,"No","11","Yes","No","No","No",30,32,"No"
"845",7044,"Yes",30,"United","3",8.45,"1",38,0,1,"No","10","Yes","No","No","No",3,9,"No"
"846",6947,"Yes",38,"United","3",2.84,"1",5,1,0,"No","28","Yes","No","No","No",8,19,"Yes"
"847",6950,"Yes",31,"Single","3",3.27,"1",0,0,0,"No","13","Yes","No","No","No",18,19,"Yes"
"848",6951,"Yes",32,"Desunited","5",3.3,"1",4,0,0,"No","1","No","No","No","No",19,37,"No"
"849",7057,"Yes",28,"Single","5",10.53,"1",27,4,0,"No","12","Yes","No","No","No",22,32,"No"
"850",7063,"Yes",28,"Single","5",10.19,"1",8,0,0,"No","13","Yes","No","No","No",46,59,"Yes"
"851",7068,"Yes",23,"Single","4",3.18,"1",10,0,0,"No","10","No","No","No","No",13,29,"No"
"852",6934,"Yes",21,"Single","3",4.18,"1",15,0,0,"No","13","Yes","No","No","No",25,33,"No"
"853",6986,"Yes",41,"United","3",3.38,"1",41,1,0,"No","10","Yes","No","No","No",5,14,"Yes"
"854",6987,"Yes",21,"Single","3",3,"1",25,1,0,"No","9","Yes","No","No","No",5,14,"No"
"855",7079,"Yes",43,"Single","3",5.4,"1",40,1,3,"No","1","Yes","No","Yes","No",5,11,"No"
"856",6988,"Yes",60,"Single","5",15.57,"1",26,0,1,"No","12","Yes","No","No","No",31,33,"No"
"857",6991,"Yes",31,"Single","5",12.74,"1",14,0,0,"No","12","Yes","No","No","No",17,22,"No"
"858",6942,"Yes",25,"Single","3",3.62,"1",19,0,1,"No","10","Yes","No","No","No",6,15,"No"
"859",7052,"Yes",31,"Single","3",4.92,"1",26,0,0,"No","13","Yes","No","No","Yes",6,11,"No"
"860",7053,"Yes",31,"Single","3",3.74,"1",7,0,1,"No","13","No","No","No","No",0,2,"Yes"
"861",7054,"Yes",46,"Desunited","5",5.91,"1",0,0,0,"No","13","Yes","No","No","No",8,15,"Yes"
"862",7055,"Yes",31,"Single","3",3.27,"1",1,0,0,"No","13","Yes","No","No","No",2,7,"Yes"
"863",7056,"Yes",30,"Single","5",10.19,"1",5,0,0,"No","13","Yes","No","No","No",26,33,"No"
"864",6981,"Yes",34,"Single","5",13.36,"1",60,1,1,"No","2","Yes","No","No","No",29,29,"No"
"865",7077,"Yes",22,"Single","3",2.54,"1",0,0,0,"No","1","Yes","No","No","No",10,23,"No"
"866",7078,"Yes",32,"Single","5",9.58,"1",3,0,0,"No","13","Yes","No","No","No",23,32,"Yes"
"867",7111,"Yes",44,"United","3",2.54,"1",2,0,0,"No","10","Yes","No","No","No",5,13,"Yes"
"868",7112,"Yes",28,"Single","3",5.07,"1",29,1,0,"No","13","Yes","No","No","No",20,27,"No"
"869",7121,"Yes",21,"Single","5",5.91,"1",0,0,0,"No","13","Yes","No","No","No",0,0,"No"
"870",7113,"Yes",24,"Single","3",3.27,"1",0,0,0,"No","13","Yes","No","No","No",14,22,"No"
"871",7114,"Yes",22,"Single","3",4.73,"1",21,1,0,"No","13","Yes","No","No","No",1,4,"No"
"872",7087,"Yes",28,"Single","2",2.6,"1",2,0,0,"No","28","Yes","No","Yes","No",7,14,"Yes"
"873",7088,"Yes",29,"Single","5",8.18,"1",12,2,0,"No","13","Yes","No","No","No",2,7,"No"
"874",7091,"Yes",33,"United","5",17.79,"1",15,0,0,"No","12","Yes","No","No","No",19,26,"No"
"875",7095,"Yes",43,"United","3",3.18,"1",14,0,0,"No","10","Yes","No","No","No",9,16,"Yes"
"876",7096,"Yes",37,"United","5",7.27,"1",3,1,0,"No","13","Yes","No","No","No",1,6,"No"
"877",7151,"Yes",33,"United","5",15.81,"10",9,0,0,"No","23","No","No","Yes","No",3,9,"Yes"
"878",7098,"Yes",25,"Single","4",2.64,"1",2,0,0,"No","10","Yes","No","No","No",2,7,"No"
"879",7102,"Yes",24,"Single","3",4.73,"1",22,1,0,"No","13","Yes","No","No","No",18,30,"No"
"880",7108,"Yes",28,"Single","3",5.07,"1",26,1,0,"No","13","Yes","No","No","No",33,31,"No"
"881",7109,"Yes",34,"Single","3",3.27,"1",3,0,0,"No","13","Yes","No","No","No",22,33,"No"
"882",7128,"Yes",23,"Single","3",2.54,"1",0,0,0,"No","10","Yes","No","No","No",7,15,"No"
"883",7145,"Yes",49,"Desunited","5",11.82,"10",17,0,0,"No","23","No","No","No","No",1,6,"No"
"884",7197,"Yes",18,"Single","2",2.6,"1",0,0,0,"No","27","Yes","No","No","No",9,15,"No"
"885",7170,"Yes",20,"Single","3",3.74,"1",0,0,0,"No","13","Yes","No","No","No",0,0,"No"
"886",7212,"Yes",18,"Single","3",3.72,"6",5,0,0,"No","10","No","No","No","No",9,21,"No"
"887",7213,"Yes",28,"United","3",14.96,"10",21,1,1,"No","23","No","No","Yes","No",2,6,"No"
"888",7219,"Yes",34,"United","3",4.18,"1",1,0,0,"No","13","Yes","No","No","No",33,38,"Yes"
"889",7191,"Yes",32,"Single","5",11.06,"10",4,0,0,"No","23","No","No","No","No",1,5,"No"
"890",7228,"Yes",30,"Single","5",16.07,"10",33,0,0,"No","23","No","No","Yes","No",2,7,"No"
"891",7230,"Yes",32,"Single","5",11.71,"10",24,0,0,"No","21","No","No","No","No",17,23,"No"
"892",7152,"Yes",33,"United","5",17.63,"10",4,0,0,"No","23","No","No","Yes","No",2,6,"Yes"
"893",7235,"Yes",34,"Desunited","3",4.44,"1",9,1,0,"No","13","Yes","No","No","No",9,17,"Yes"
"894",7237,"Yes",33,"Single","3",4.73,"1",20,0,0,"No","13","Yes","No","No","No",9,21,"Yes"
"895",7154,"Yes",36,"Single","5",20.36,"10",11,0,0,"No","21","No","No","No","No",2,10,"No"
"896",7254,"Yes",35,"United","2",2.6,"1",0,0,0,"No","27","Yes","No","No","No",6,12,"No"
"897",7156,"Yes",33,"United","3",4.92,"1",18,0,0,"No","13","Yes","No","No","No",2,8,"Yes"
"898",7158,"Yes",37,"Single","3",5.64,"1",30,0,1,"No","10","No","No","No","No",4,8,"Yes"
"899",7160,"Yes",41,"United","5",10.74,"10",22,0,0,"No","23","No","No","Yes","No",0,2,"No"
"900",7168,"Yes",37,"United","5",15.21,"10",4,0,0,"No","23","No","No","No","No",8,13,"No"
"901",7169,"Yes",30,"United","5",11.5,"10",19,0,0,"No","23","No","No","Yes","No",0,3,"No"
"902",7208,"Yes",30,"Single","5",17.04,"10",2,0,0,"No","23","No","No","No","No",18,31,"No"
"903",7250,"Yes",35,"United","5",22.33,"10",17,0,0,"No","23","No","No","Yes","Yes",8,17,"No"
"904",7249,"Yes",33,"United","5",25.66,"10",5,0,0,"No","23","No","No","Yes","No",18,36,"No"
"905",7223,"Yes",27,"Single","2",3.33,"1",1,0,0,"No","13","No","No","No","No",1,5,"No"
"906",7232,"Yes",27,"Single","4",2.54,"1",0,0,0,"No","1","Yes","No","No","No",5,11,"No"
"907",7233,"Yes",32,"Single","3",4.44,"1",7,1,0,"No","13","Yes","No","No","No",30,37,"Yes"
"908",7207,"Yes",24,"Single","5",16.87,"10",24,0,0,"No","23","No","No","No","No",7,14,"No"
"909",7251,"Yes",32,"Single","5",27.42,"10",15,0,0,"No","23","No","No","No","No",31,39,"No"
"910",7253,"Yes",26,"United","3",3.39,"1",4,1,0,"No","21","No","No","No","No",10,19,"No"
"911",7263,"Yes",62,"Desunited","3",4.74,"1",8,0,0,"No","22","No","No","No","No",4,10,"No"
"912",7266,"Yes",34,"United","5",17.78,"10",21,0,0,"No","23","No","No","No","No",1,4,"No"
"913",7289,"Yes",48,"Single","5",14.08,"10",9,0,0,"No","23","No","No","No","No",0,2,"No"
"914",7318,"Yes",41,"Single","2",2.6,"1",0,0,0,"No","27","Yes","No","No","No",3,8,"No"
"915",7329,"Yes",24,"Single","5",10.28,"1",16,2,1,"Yes","13","Yes","No","No","No",2,7,"No"
"916",7330,"Yes",18,"United","3",2.64,"1",0,0,0,"No","14","Yes","No","No","No",2,8,"No"
"917",7322,"Yes",25,"Single","3",5.07,"1",25,1,0,"No","13","Yes","No","No","No",4,10,"No"
"918",7331,"Yes",41,"Single","3",4.18,"1",10,0,0,"No","13","Yes","No","No","No",7,11,"No"
"919",7339,"Yes",35,"Single","5",20.45,"1",5,1,0,"No","1","Yes","No","No","No",33,38,"No"
"920",7248,"Yes",26,"United","4",7.27,"1",2,0,0,"No","2","Yes","No","No","No",1,6,"No"
"921",7323,"Yes",30,"Single","5",10.93,"1",19,1,0,"No","13","Yes","No","No","No",8,18,"No"
"922",7324,"Yes",32,"United","5",10.93,"1",23,0,0,"No","13","Yes","No","No","No",1,4,"Yes"
"923",7309,"Yes",20,"Single","3",2.84,"1",2,0,0,"No","1","Yes","No","No","No",4,11,"No"
"924",7241,"Yes",30,"United","3",3.27,"1",1,0,0,"No","13","Yes","No","No","No",8,19,"Yes"
"925",7240,"Yes",46,"Single","2",2.54,"1",0,0,0,"No","27","Yes","No","No","No",4,10,"Yes"
"926",7303,"Yes",27,"Single","5",23.01,"10",2,0,0,"No","22","No","No","No","No",1,4,"No"
"927",7306,"Yes",27,"United","3",4.44,"1",10,1,0,"No","13","Yes","No","No","No",4,10,"No"
"928",7364,"Yes",35,"Single","3",3.27,"1",2,0,0,"No","13","Yes","No","No","No",8,19,"Yes"
"929",7374,"Yes",23,"Single","3",4.92,"1",15,0,0,"No","13","Yes","No","No","No",5,9,"No"
"930",7385,"Yes",32,"United","3",2.91,"1",0,0,0,"No","27","Yes","No","No","No",8,14,"Yes"
"931",7386,"Yes",22,"Single","3",4.18,"1",9,0,0,"No","13","Yes","No","No","No",8,14,"Yes"
"932",7381,"Yes",23,"Single","3",3.27,"1",2,0,0,"No","13","Yes","No","No","No",19,30,"No"
