"row","Id","Attrition","Age","CivilStatus","Education","Salary","ContractType","MonthsAtCompany","NumSalaryChanges","NumJobPositionChanges","HadPromotion","Occupation","Insalubrity","Periculosity","UnionMember","Stability","HomeDistance","HomeTime","HasDependents"
"1",1160,"Yes",27,"Single","5",8.45,"1",35,1,0,"No","13","Yes","No","No","No",1,3,"No"
"2",1175,"Yes",43,"United","3",2.91,"1",10,1,0,"No","13","Yes","No","No","No",17,29,"No"
"3",1176,"Yes",30,"Single","3",3.4,"1",53,1,0,"No","13","Yes","No","No","No",8,19,"No"
"4",1136,"Yes",42,"United","5",11.71,"1",100,1,0,"No","13","Yes","No","No","No",10,24,"No"
"5",1135,"Yes",33,"Single","5",8.01,"1",30,1,0,"No","13","Yes","No","No","No",0,2,"No"
"6",1145,"Yes",42,"Desunited","6",11.69,"1",13,1,0,"No","12","Yes","No","No","No",30,31,"No"
"7",564,"Yes",28,"Single","5",12.4,"10",47,1,0,"No","23","No","No","No","No",19,32,"No"
"8",566,"Yes",44,"United","6",13.03,"10",20,1,0,"No","23","No","No","No","No",23,43,"No"
"9",1110,"Yes",33,"United","6",12.74,"1",38,1,0,"No","12","Yes","No","No","No",31,34,"No"
"10",1130,"Yes",31,"Single","3",5.07,"1",97,1,0,"No","13","Yes","No","No","No",10,19,"No"
"11",1148,"Yes",34,"United","3",3.4,"1",53,1,0,"No","13","Yes","No","No","No",1,4,"No"
"12",1141,"Yes",26,"Single","3",3.4,"1",57,1,0,"No","13","Yes","No","No","No",3,10,"No"
"13",1138,"Yes",25,"Single","3",3.21,"1",43,1,0,"No","13","Yes","No","No","No",10,21,"No"
"14",1108,"Yes",31,"Single","3",2.28,"1",28,1,0,"No","10","Yes","No","No","No",0,3,"Yes"
"15",1173,"Yes",45,"United","2",2.11,"1",33,1,0,"No","28","Yes","No","No","No",11,25,"No"
"16",1129,"Yes",28,"United","3",3.29,"1",52,1,0,"No","13","Yes","No","No","No",26,40,"No"
"17",1115,"Yes",26,"Single","3",2.21,"1",17,1,0,"No","10","Yes","No","No","No",6,12,"Yes"
"18",1116,"Yes",20,"Single","3",3,"1",25,1,0,"No","13","Yes","No","No","No",10,24,"No"
"19",1117,"Yes",36,"Single","3",3.4,"1",49,1,0,"No","13","Yes","No","No","No",8,19,"No"
"20",1121,"Yes",29,"Single","3",3.57,"1",60,1,0,"No","13","Yes","No","No","Yes",18,25,"Yes"
"21",1123,"Yes",34,"Single","3",3,"1",31,1,0,"No","13","Yes","No","No","No",2,7,"Yes"
"22",1125,"Yes",34,"United","3",4.09,"1",66,1,0,"No","13","Yes","No","No","No",6,15,"No"
"23",1126,"Yes",25,"United","3",2,"1",31,1,0,"No","28","Yes","No","No","No",6,13,"Yes"
"24",1128,"Yes",28,"Single","5",11.69,"1",22,1,0,"No","12","Yes","No","No","No",31,32,"No"
"25",1167,"Yes",28,"United","3",2.91,"1",10,1,0,"No","13","Yes","No","No","No",26,39,"Yes"
"26",1595,"Yes",20,"Single","3",2.88,"1",15,1,0,"No","13","Yes","No","No","No",1,5,"No"
"27",1642,"Yes",26,"Single","3",2.88,"1",11,1,0,"No","13","Yes","No","No","No",10,18,"No"
"28",2079,"Yes",37,"United","5",12.74,"1",6,0,0,"No","12","Yes","No","No","No",18,22,"Yes"
"29",1706,"Yes",25,"Single","3",2.75,"1",45,0,0,"No","27","No","No","No","No",45,45,"No"
"30",1866,"Yes",28,"Single","3",0.72,"1",16,0,0,"No","10","No","No","No","No",6,17,"No"
"31",2357,"Yes",27,"Single","5",12.74,"1",12,0,0,"No","12","Yes","No","No","No",32,36,"No"
"32",1786,"Yes",26,"Single","5",13.6,"10",24,1,0,"No","23","No","No","No","No",1,5,"No"
"33",1789,"Yes",34,"Single","5",8.87,"10",34,1,0,"No","23","No","No","No","No",3,8,"No"
"34",2333,"Yes",31,"Single","3",3.98,"1",91,3,0,"No","10","No","No","No","No",0,1,"No"
"35",2329,"Yes",37,"United","2",3.63,"1",15,1,0,"No","27","No","No","No","No",41,49,"No"
"36",1957,"Yes",27,"United","3",2.11,"1",46,0,0,"No","28","No","No","No","Yes",0,2,"No"
"37",2690,"Yes",27,"Single","3",3.33,"1",47,0,0,"No","13","Yes","No","No","No",5,11,"No"
"38",3034,"Yes",19,"Single","3",2.82,"1",52,1,1,"No","13","No","No","No","No",4,9,"No"
"39",3030,"Yes",24,"Single","5",5.75,"1",41,0,0,"No","1","No","No","No","No",5,12,"No"
"40",2687,"Yes",39,"Single","4",4.92,"1",90,1,0,"No","13","Yes","No","No","No",1,5,"No"
"41",2688,"Yes",24,"Single","3",2.09,"1",28,3,0,"No","5","Yes","No","No","No",2,8,"No"
"42",2679,"Yes",44,"Single","3",2.09,"1",31,0,0,"No","28","Yes","No","No","No",2,7,"No"
"43",3027,"Yes",31,"Single","5",15.55,"10",68,1,0,"No","23","No","No","Yes","No",2,6,"No"
"44",3025,"Yes",33,"Single","5",15.55,"1",72,1,0,"No","17","No","No","No","Yes",19,25,"No"
"45",3410,"Yes",27,"Single","5",21.42,"10",29,1,0,"No","21","No","No","No","No",3,9,"No"
"46",3408,"Yes",34,"Single","6",9.29,"1",48,0,1,"No","21","No","No","No","No",1,6,"No"
"47",3456,"Yes",30,"United","5",10.19,"1",40,0,0,"No","13","Yes","No","No","Yes",0,2,"Yes"
"48",3461,"Yes",30,"Single","3",5.07,"1",71,1,0,"No","13","Yes","No","Yes","No",10,21,"No"
"49",3488,"Yes",29,"Single","5",15.57,"1",29,0,0,"No","12","Yes","No","No","No",29,34,"Yes"
"50",3495,"Yes",27,"Single","4",9.22,"10",35,0,0,"No","21","No","No","Yes","No",2,4,"No"
"51",3465,"Yes",30,"Single","5",12.74,"1",12,0,0,"No","12","Yes","No","No","No",29,30,"No"
"52",3480,"Yes",56,"United","5",9.81,"10",2,0,0,"No","23","No","No","No","No",0,2,"No"
"53",3489,"Yes",30,"Single","5",16.62,"1",37,0,0,"No","12","Yes","No","No","No",29,31,"No"
"54",3509,"Yes",29,"Single","5",8.29,"10",11,0,0,"No","23","No","No","No","No",1,4,"No"
"55",3493,"Yes",42,"Single","5",8.45,"1",8,0,0,"No","13","Yes","No","No","No",9,21,"No"
"56",3515,"Yes",31,"Single","5",9.9,"10",48,0,0,"No","23","No","No","Yes","No",4,12,"No"
"57",3518,"Yes",45,"Desunited","5",15.34,"10",48,0,0,"No","21","No","No","No","No",12,19,"Yes"
"58",3519,"Yes",40,"Single","5",13.64,"10",18,0,0,"No","23","No","No","Yes","No",18,31,"No"
"59",3523,"Yes",23,"Single","3",1.94,"1",0,0,0,"No","10","Yes","No","No","No",11,18,"No"
"60",3527,"Yes",20,"Single","3",1.94,"1",0,0,0,"No","10","Yes","No","No","No",11,16,"No"
"61",3535,"Yes",28,"United","5",20.3,"10",17,0,0,"No","22","No","No","No","No",3,9,"No"
"62",3536,"Yes",25,"Single","5",20.3,"10",17,0,0,"No","22","No","No","No","No",2,9,"No"
"63",3538,"Yes",24,"Single","5",18.9,"10",10,0,0,"No","22","No","No","No","No",1,4,"No"
"64",3540,"Yes",40,"United","5",45.32,"10",35,0,0,"No","23","No","No","No","No",2,7,"Yes"
"65",3541,"Yes",45,"Desunited","5",42.96,"10",23,0,0,"No","23","No","No","No","No",3,8,"Yes"
"66",3441,"Yes",33,"Single","5",11.08,"1",59,3,2,"No","23","No","No","No","No",3,10,"No"
"67",3444,"Yes",23,"Single","3",1.94,"1",0,0,0,"No","10","Yes","No","No","No",12,18,"No"
"68",3558,"Yes",27,"United","3",3.38,"1",40,1,0,"No","10","Yes","No","Yes","No",3,7,"Yes"
"69",3559,"Yes",29,"Single","5",3.54,"1",26,1,0,"No","11","No","No","No","No",17,35,"No"
"70",3451,"Yes",26,"Single","5",11.05,"1",19,1,1,"No","2","Yes","No","No","No",17,22,"No"
"71",3454,"Yes",25,"Single","3",4.09,"1",34,1,0,"No","13","Yes","No","No","No",9,18,"No"
"72",3455,"Yes",21,"Single","3",2.55,"1",2,0,0,"No","13","Yes","No","No","No",6,17,"No"
"73",3429,"Yes",39,"Single","5",12.94,"10",10,0,0,"No","23","No","No","No","No",0,2,"No"
"74",3570,"Yes",35,"Single","5",15.23,"10",23,0,0,"No","23","No","No","No","No",3,10,"Yes"
"75",3574,"Yes",30,"United","3",3.4,"1",25,1,0,"No","13","Yes","No","No","No",5,14,"Yes"
"76",3422,"Yes",40,"Desunited","5",24.42,"10",11,0,0,"No","23","No","No","No","No",2,9,"Yes"
"77",3423,"Yes",24,"Single","5",0.69,"1",8,0,0,"No","21","No","No","No","No",1,6,"No"
"78",3443,"Yes",28,"Single","5",16.1,"10",41,0,0,"No","21","No","No","No","No",3,11,"No"
"79",3510,"Yes",32,"Single","5",14.44,"10",3,0,0,"No","23","No","No","Yes","No",8,17,"No"
"80",3490,"Yes",24,"Single","3",1.67,"1",38,0,1,"No","28","No","No","No","No",0,0,"Yes"
"81",3529,"Yes",33,"Single","5",18,"10",4,0,0,"No","22","No","No","No","No",2,8,"No"
"82",3512,"Yes",32,"Single","5",14.44,"10",9,0,0,"No","23","No","No","Yes","No",11,21,"No"
"83",3513,"Yes",25,"Single","5",14.44,"10",3,0,0,"No","23","No","No","No","No",3,9,"No"
"84",3551,"Yes",35,"Single","3",2.03,"1",8,0,0,"No","22","No","No","No","No",1,6,"No"
"85",3555,"Yes",38,"Single","2",2.09,"1",0,0,0,"No","13","Yes","No","Yes","No",0,2,"Yes"
"86",3531,"Yes",42,"United","5",24.51,"10",58,0,1,"No","23","No","No","No","No",3,8,"Yes"
"87",3557,"Yes",32,"None","5",8.81,"10",21,0,0,"No","21","No","No","No","No",0,1,"Yes"
"88",3560,"Yes",31,"None","5",8.87,"10",11,0,0,"No","23","No","No","No","No",1,5,"No"
"89",3563,"Yes",48,"Desunited","3",5.28,"1",1,0,0,"No","6","Yes","No","No","No",5,13,"No"
"90",3565,"Yes",43,"Single","5",7.92,"1",17,1,0,"No","14","Yes","No","No","No",33,42,"No"
"91",3567,"Yes",23,"Single","5",9.39,"1",7,1,0,"No","13","Yes","No","No","No",9,24,"No"
"92",3506,"Yes",23,"Single","4",3.84,"1",21,0,0,"No","1","No","No","No","Yes",12,23,"No"
"93",3508,"Yes",29,"Single","5",3.71,"1",12,0,0,"No","1","No","No","No","No",3,9,"No"
"94",3568,"Yes",25,"United","5",9.42,"10",18,0,0,"No","23","No","No","Yes","No",3,9,"No"
"95",3651,"Yes",27,"Single","3",5.07,"1",62,1,0,"No","13","Yes","No","Yes","Yes",7,19,"Yes"
"96",3666,"Yes",23,"Single","3",3.4,"1",16,1,0,"No","13","Yes","No","No","No",10,18,"No"
"97",3450,"Yes",39,"Single","4",7.15,"1",61,2,1,"No","1","Yes","No","No","No",7,16,"No"
"98",3656,"Yes",31,"Desunited","5",8.29,"1",10,0,0,"No","1","No","No","No","No",3,10,"Yes"
"99",3669,"Yes",26,"Single","3",4.09,"1",36,1,1,"No","13","Yes","No","No","Yes",1,5,"No"
"100",3724,"Yes",31,"Single","4",2.42,"1",0,0,0,"No","6","Yes","No","No","No",4,11,"Yes"
"101",3733,"Yes",33,"Single","3",3.52,"1",35,3,0,"No","13","No","No","No","Yes",17,20,"Yes"
"102",3782,"Yes",19,"Single","3",2.91,"1",1,0,0,"No","13","Yes","No","No","No",10,15,"No"
"103",3745,"Yes",25,"Single","3",1.96,"1",4,0,0,"No","10","No","No","No","No",1,6,"No"
"104",3793,"Yes",22,"Single","3",3,"1",18,0,0,"No","9","Yes","No","No","No",7,18,"No"
"105",3755,"Yes",25,"Single","3",2.58,"1",15,1,0,"No","10","Yes","No","No","No",8,16,"Yes"
"106",3756,"Yes",20,"Single","3",3.4,"1",16,1,0,"No","13","Yes","No","No","No",1,3,"No"
"107",3812,"Yes",35,"United","5",22.33,"10",93,1,0,"No","16","No","No","No","Yes",12,23,"Yes"
"108",3757,"Yes",25,"Single","3",3.19,"1",4,1,0,"No","13","Yes","No","No","No",17,21,"No"
"109",3758,"Yes",28,"Single","3",3.4,"1",17,1,0,"No","13","Yes","No","No","No",17,21,"No"
"110",3763,"Yes",25,"Single","3",3.58,"1",25,1,0,"No","13","Yes","No","No","No",8,16,"No"
"111",3768,"Yes",27,"United","5",3.46,"1",9,0,0,"No","1","No","No","No","No",11,25,"No"
"112",3716,"Yes",32,"Single","3",4.66,"1",51,1,0,"No","13","Yes","No","No","No",7,13,"No"
"113",3769,"Yes",36,"United","2",2.8,"1",3,0,0,"No","27","No","No","No","No",1,2,"No"
"114",3776,"Yes",29,"Single","4",11.44,"1",37,4,1,"No","2","Yes","No","No","No",11,25,"No"
"115",3777,"Yes",35,"United","3",2.55,"1",1,0,0,"No","13","Yes","No","No","No",2,7,"Yes"
"116",3844,"Yes",21,"Single","3",3.78,"1",23,1,0,"No","17","No","No","No","No",6,14,"No"
"117",3780,"Yes",32,"United","4",2.21,"1",2,0,0,"No","10","Yes","No","No","No",9,17,"Yes"
"118",3848,"Yes",25,"Single","3",3.94,"1",66,1,0,"No","10","Yes","No","No","No",3,10,"No"
"119",3751,"Yes",31,"Single","3",5.07,"1",60,1,0,"No","13","Yes","No","No","Yes",3,8,"Yes"
"120",3752,"Yes",24,"Single","3",4.09,"1",28,1,0,"No","13","Yes","No","No","No",7,18,"No"
"121",3753,"Yes",28,"United","3",3.4,"1",12,1,0,"No","13","Yes","No","No","No",10,24,"No"
"122",3821,"Yes",23,"Single","3",4.09,"1",31,1,0,"No","13","Yes","No","No","No",10,24,"No"
"123",3861,"Yes",48,"Desunited","2",2.09,"1",0,0,0,"No","28","Yes","No","No","No",1,4,"No"
"124",3825,"Yes",38,"Single","5",8.75,"1",47,4,0,"No","13","Yes","No","No","No",0,1,"No"
"125",3851,"Yes",32,"Single","5",6.11,"1",16,1,0,"No","13","No","Yes","No","No",1,5,"No"
"126",3867,"Yes",29,"Single","5",7.35,"1",29,3,0,"No","13","Yes","No","No","No",1,5,"No"
"127",3823,"Yes",22,"Single","3",2.95,"1",32,1,0,"No","10","Yes","No","No","No",4,12,"No"
"128",3830,"Yes",21,"Single","3",2.95,"1",28,1,0,"No","10","Yes","No","No","No",13,23,"No"
"129",3831,"Yes",40,"Single","3",2.55,"1",1,0,0,"No","13","Yes","No","No","No",9,18,"No"
"130",3834,"Yes",36,"United","5",15.55,"10",33,0,0,"No","23","No","No","Yes","No",8,12,"Yes"
"131",3840,"Yes",28,"Single","3",5.4,"1",72,1,0,"No","13","Yes","No","No","No",20,29,"No"
"132",3852,"Yes",27,"Single","5",9.49,"1",22,0,0,"No","13","Yes","No","No","No",19,26,"No"
"133",3869,"Yes",29,"Single","3",3.74,"1",33,1,0,"No","13","Yes","No","No","No",9,17,"No"
"134",3783,"Yes",33,"Single","5",8.78,"1",2,0,0,"No","13","Yes","No","No","No",0,0,"No"
"135",3871,"Yes",31,"Single","3",3.33,"1",7,1,0,"No","13","Yes","No","No","No",3,9,"No"
"136",3835,"Yes",27,"Single","3",4.73,"1",56,1,0,"No","13","Yes","No","No","No",12,21,"No"
"137",3937,"Yes",23,"Single","3",2.44,"1",5,1,0,"No","10","Yes","No","No","No",7,15,"No"
"138",3942,"Yes",27,"Single","5",9.54,"1",26,0,0,"No","13","Yes","No","No","No",37,45,"No"
"139",3849,"Yes",34,"United","2",2.11,"1",9,1,0,"No","13","Yes","No","Yes","No",1,4,"Yes"
"140",3850,"Yes",25,"Single","4",10.74,"10",54,0,1,"No","23","No","No","Yes","No",4,11,"No"
"141",3815,"Yes",29,"United","5",8.45,"1",0,0,0,"No","13","Yes","No","No","No",10,23,"Yes"
"142",3962,"Yes",23,"Single","3",4.35,"1",35,1,0,"No","13","Yes","No","No","No",5,14,"No"
"143",3856,"Yes",24,"Single","3",3.21,"1",10,1,0,"No","13","Yes","No","No","No",3,9,"No"
"144",3974,"Yes",30,"Single","5",9.67,"1",88,0,1,"No","1","No","No","No","Yes",5,12,"No"
"145",3979,"Yes",22,"Single","3",3.45,"1",17,1,0,"No","13","Yes","No","No","No",7,13,"No"
"146",3949,"Yes",36,"Single","3",2.22,"1",0,0,0,"No","10","Yes","No","No","No",2,5,"Yes"
"147",3951,"Yes",43,"United","3",5.07,"1",59,1,0,"No","13","Yes","No","No","No",5,13,"No"
"148",3954,"Yes",30,"Single","3",5.47,"1",77,3,2,"No","13","Yes","No","Yes","Yes",5,11,"Yes"
"149",3955,"Yes",23,"United","3",2.44,"1",5,1,0,"No","10","Yes","No","No","No",3,9,"No"
"150",3995,"Yes",37,"Single","5",5.45,"1",2,0,0,"No","14","Yes","No","No","No",7,11,"No"
"151",3957,"Yes",31,"United","3",4.35,"1",35,1,0,"No","13","Yes","No","No","No",2,5,"Yes"
"152",4001,"Yes",26,"Single","3",2.26,"1",1,0,0,"No","9","Yes","No","No","No",8,16,"No"
"153",3816,"Yes",26,"Single","3",2.22,"1",0,1,0,"No","10","Yes","No","No","No",2,6,"No"
"154",3864,"Yes",34,"Single","3",4.25,"1",46,1,0,"No","13","Yes","No","No","Yes",1,6,"Yes"
"155",3817,"Yes",24,"Single","3",3.4,"1",15,1,0,"No","13","Yes","No","No","No",6,15,"No"
"156",3878,"Yes",33,"Single","3",3.33,"1",5,1,0,"No","13","Yes","No","No","No",8,14,"No"
"157",3881,"Yes",27,"Single","3",4.66,"1",49,1,0,"No","13","Yes","No","No","Yes",3,8,"Yes"
"158",3872,"Yes",30,"United","3",3.33,"1",7,1,0,"No","13","Yes","No","No","No",6,10,"Yes"
"159",3876,"Yes",26,"United","3",3.22,"1",3,0,0,"No","13","Yes","No","No","No",8,14,"No"
"160",3808,"Yes",35,"Single","3",2.22,"1",2,0,0,"No","10","Yes","No","No","No",2,7,"Yes"
"161",3813,"Yes",25,"Single","3",5.07,"1",60,1,0,"No","13","Yes","No","No","No",4,11,"No"
"162",3981,"Yes",32,"United","3",1.47,"1",17,0,0,"No","27","No","No","No","Yes",30,37,"Yes"
"163",3982,"Yes",48,"United","3",8.53,"1",5,0,0,"No","13","Yes","No","No","No",22,30,"No"
"164",3975,"Yes",27,"Single","3",3.33,"1",11,1,0,"No","13","Yes","No","No","No",8,14,"No"
"165",3976,"Yes",26,"Single","5",5.45,"1",0,0,0,"No","14","Yes","No","No","No",1,5,"No"
"166",3983,"Yes",22,"Single","3",4.09,"1",32,2,1,"No","13","Yes","No","No","No",7,17,"No"
"167",3989,"Yes",22,"Single","5",8.78,"1",0,0,0,"No","13","Yes","No","No","No",11,17,"No"
"168",4036,"Yes",41,"United","5",3.44,"1",9,1,0,"No","13","No","No","No","No",2,7,"Yes"
"169",3946,"Yes",34,"Single","5",10.93,"1",57,0,0,"No","13","Yes","No","No","No",34,42,"No"
"170",3947,"Yes",33,"Single","3",5.07,"1",68,1,0,"No","13","Yes","No","No","No",1,5,"No"
"171",3953,"Yes",28,"Single","5",4.95,"1",32,1,0,"No","21","No","No","No","No",49,52,"No"
"172",4052,"Yes",34,"Single","3",4.55,"1",75,0,0,"No","13","Yes","No","No","No",2,6,"No"
"173",4006,"Yes",22,"United","3",2.22,"1",1,0,0,"No","28","Yes","No","No","No",21,34,"No"
"174",4012,"Yes",41,"United","5",17.54,"10",11,0,0,"No","13","No","No","No","No",32,28,"No"
"175",4079,"Yes",20,"Single","3",3.57,"1",19,1,0,"No","13","Yes","No","No","Yes",3,8,"Yes"
"176",4088,"Yes",37,"Single","3",5.07,"1",61,1,0,"No","13","Yes","No","Yes","No",9,17,"No"
"177",4011,"Yes",31,"Single","3",3.45,"1",15,1,0,"No","13","Yes","No","No","No",7,11,"No"
"178",4105,"Yes",52,"United","5",8.29,"10",2,0,0,"No","23","No","No","No","No",3,10,"No"
"179",4107,"Yes",38,"Single","3",2.05,"1",2,0,0,"No","14","Yes","No","No","No",11,17,"No"
"180",4024,"Yes",21,"Single","3",2.16,"1",2,0,0,"No","28","Yes","No","No","No",8,15,"No"
"181",4073,"Yes",20,"Single","2",2.22,"1",1,0,0,"No","27","Yes","No","No","No",3,9,"Yes"
"182",4062,"Yes",32,"United","3",2.21,"1",2,0,0,"No","14","Yes","No","No","No",7,11,"Yes"
"183",4074,"Yes",35,"Single","5",12.4,"1",3,0,0,"No","12","Yes","No","No","No",39,48,"No"
"184",4063,"Yes",48,"United","5",7.86,"1",75,2,0,"No","1","No","No","No","No",2,8,"Yes"
"185",4090,"Yes",31,"Single","3",3.21,"1",4,1,0,"No","13","Yes","No","No","No",2,6,"No"
"186",4066,"Yes",33,"United","5",11.76,"10",65,0,0,"No","21","No","No","Yes","Yes",6,10,"Yes"
"187",4023,"Yes",36,"United","3",3.12,"1",1,0,1,"No","27","No","No","No","No",6,13,"Yes"
"188",4026,"Yes",31,"United","3",2.26,"1",0,0,0,"No","9","Yes","No","No","No",5,12,"Yes"
"189",4065,"Yes",39,"United","5",9.87,"1",40,1,0,"No","10","No","No","No","No",0,1,"No"
"190",4030,"Yes",25,"Single","3",4.09,"1",32,1,0,"No","13","Yes","No","No","No",3,9,"No"
"191",4035,"Yes",32,"Single","5",14.96,"10",46,0,0,"No","21","No","No","No","No",33,34,"No"
"192",4040,"Yes",41,"United","3",3.18,"1",34,1,0,"No","10","Yes","No","No","No",5,10,"Yes"
"193",4115,"Yes",31,"Single","5",13.14,"1",9,0,0,"No","12","Yes","No","No","No",32,36,"No"
"194",4118,"Yes",29,"Single","4",7.61,"1",73,0,0,"No","17","No","No","No","No",1,4,"No"
"195",4119,"Yes",38,"Single","3",10.12,"1",18,1,0,"No","2","Yes","No","No","No",18,28,"Yes"
"196",4151,"Yes",20,"Single","3",2.58,"1",13,1,0,"No","10","Yes","No","No","No",9,22,"No"
"197",4133,"Yes",26,"Single","3",4.35,"1",33,1,0,"No","13","Yes","No","No","No",4,13,"No"
"198",4134,"Yes",34,"United","3",5.47,"1",72,2,1,"No","9","Yes","No","No","No",9,22,"No"
"199",4104,"Yes",23,"Single","3",3,"1",26,1,0,"No","13","Yes","No","No","No",5,11,"No"
"200",4110,"Yes",23,"Single","3",4.25,"1",43,2,1,"No","13","Yes","No","No","No",7,14,"No"
"201",4128,"Yes",35,"Single","2",3.46,"1",50,1,0,"No","27","Yes","No","No","No",9,16,"No"
"202",4131,"Yes",29,"Single","5",15.57,"1",5,0,0,"No","12","Yes","No","No","No",30,32,"No"
"203",4187,"Yes",26,"United","3",3.4,"1",15,1,0,"No","13","Yes","No","No","No",5,11,"No"
"204",4189,"Yes",26,"United","3",3.58,"1",19,1,0,"No","13","Yes","No","No","Yes",7,18,"Yes"
"205",4141,"Yes",35,"Single","3",2.21,"1",13,1,0,"No","10","Yes","No","No","No",5,13,"No"
"206",4194,"Yes",32,"United","5",8.45,"1",1,0,0,"No","13","Yes","No","No","No",18,23,"Yes"
"207",4116,"Yes",33,"Single","5",15.57,"1",15,0,1,"No","12","Yes","No","No","No",3,9,"No"
"208",4138,"Yes",36,"Single","3",3.58,"1",19,1,0,"No","13","Yes","No","No","No",8,19,"Yes"
"209",4157,"Yes",27,"United","3",2.58,"1",6,1,0,"No","10","Yes","No","No","No",6,16,"Yes"
"210",4114,"Yes",34,"Single","5",17.67,"1",38,0,0,"No","12","Yes","No","No","No",0,0,"No"
"211",4159,"Yes",25,"Single","3",3.58,"1",20,1,0,"No","13","Yes","No","No","No",7,14,"No"
"212",4215,"Yes",30,"Single","3",4.44,"1",41,1,0,"No","13","Yes","No","No","No",8,20,"Yes"
"213",4222,"Yes",22,"Single","3",2.51,"1",18,0,0,"No","28","Yes","No","No","No",17,23,"No"
"214",4158,"Yes",21,"Single","3",2.35,"1",7,0,0,"No","28","Yes","No","No","No",16,26,"Yes"
"215",4168,"Yes",25,"Single","3",3.02,"1",30,1,0,"No","13","Yes","No","No","No",10,17,"No"
"216",4171,"Yes",41,"Desunited","3",4.01,"1",9,0,0,"No","27","No","No","No","No",5,16,"No"
"217",4184,"Yes",36,"United","3",2.55,"1",0,0,0,"No","13","Yes","No","No","No",14,22,"Yes"
"218",4186,"Yes",33,"Single","5",15.27,"1",71,2,1,"No","2","Yes","No","Yes","No",11,20,"Yes"
"219",4193,"Yes",36,"Single","3",2.55,"1",1,0,0,"No","13","Yes","No","No","No",31,28,"Yes"
"220",4197,"Yes",25,"United","3",3.4,"1",5,1,0,"No","13","Yes","No","No","No",10,24,"Yes"
"221",4156,"Yes",33,"United","2",2.22,"1",4,1,0,"No","28","Yes","No","No","No",7,13,"Yes"
"222",4219,"Yes",24,"Single","3",2.22,"1",0,0,0,"No","10","Yes","No","No","No",19,27,"No"
"223",4253,"Yes",31,"Single","5",15.44,"1",73,1,1,"No","9","Yes","No","No","No",32,36,"No"
"224",4140,"Yes",19,"Single","3",3.33,"1",4,1,0,"No","13","Yes","No","No","No",7,12,"No"
"225",4136,"Yes",23,"Single","3",3.22,"1",1,0,0,"No","13","Yes","No","No","No",8,15,"No"
"226",4137,"Yes",27,"United","3",3.22,"1",1,0,0,"No","13","Yes","No","No","No",33,41,"No"
"227",4257,"Yes",24,"Single","5",5.91,"1",0,0,0,"No","14","Yes","No","No","No",1,6,"No"
"228",4258,"Yes",38,"United","4",2.34,"1",4,1,0,"No","14","Yes","No","No","No",1,5,"Yes"
"229",4245,"Yes",47,"Single","5",12.88,"1",54,0,0,"No","12","Yes","No","No","No",21,29,"Yes"
"230",4267,"Yes",28,"Single","3",4.92,"1",45,1,0,"No","13","Yes","No","No","No",1,4,"No"
"231",4260,"Yes",35,"Single","3",2.55,"1",0,0,0,"No","13","Yes","No","No","No",11,26,"No"
"232",4279,"Yes",32,"Single","3",2.38,"1",7,0,1,"No","28","Yes","No","No","No",9,17,"No"
"233",4281,"Yes",24,"Single","5",7.41,"1",25,3,1,"No","11","Yes","No","No","No",7,12,"No"
"234",4283,"Yes",25,"Single","5",3.85,"1",11,0,0,"No","21","Yes","No","No","No",31,34,"No"
"235",4286,"Yes",23,"Single","3",1.74,"1",16,0,0,"No","10","No","No","No","No",9,23,"No"
"236",4287,"Yes",26,"Single","5",3.85,"1",5,0,0,"No","21","Yes","No","No","No",18,23,"No"
"237",4278,"Yes",36,"Single","3",2.22,"1",1,0,0,"No","28","Yes","No","No","No",18,31,"Yes"
"238",4265,"Yes",32,"United","5",6.16,"1",33,1,0,"No","14","Yes","No","No","Yes",26,26,"No"
"239",4268,"Yes",21,"Single","3",3.22,"1",0,0,0,"No","13","Yes","No","No","No",7,10,"No"
"240",4270,"Yes",33,"Single","3",2.22,"1",0,0,0,"No","10","Yes","No","No","No",2,7,"Yes"
"241",4276,"Yes",30,"United","5",9.04,"1",10,0,0,"No","13","Yes","No","No","No",22,30,"No"
"242",4294,"Yes",18,"Single","3",2.22,"1",2,0,0,"No","28","Yes","No","No","No",5,14,"No"
"243",4304,"Yes",25,"Single","3",3,"1",26,1,0,"No","13","Yes","No","No","No",17,21,"No"
"244",4310,"Yes",22,"Single","3",4.35,"1",29,0,0,"No","13","No","No","No","No",2,6,"No"
"245",4307,"Yes",29,"Single","5",11.69,"1",8,1,0,"No","12","Yes","No","No","No",2,7,"No"
"246",4323,"Yes",28,"Single","3",4.35,"1",72,1,0,"No","13","Yes","No","No","No",4,10,"Yes"
"247",4324,"Yes",24,"Single","3",3.4,"1",42,1,0,"No","13","Yes","No","No","No",18,23,"No"
"248",4325,"Yes",20,"Single","3",2.91,"1",6,1,0,"No","13","Yes","No","No","No",16,20,"No"
"249",4326,"Yes",31,"Single","3",2.21,"1",17,1,0,"No","27","Yes","No","No","No",7,17,"No"
"250",4335,"Yes",28,"Single","3",3.46,"1",1,0,0,"No","1","No","No","No","No",1,4,"No"
"251",4332,"Yes",29,"Single","3",5,"1",62,2,2,"No","16","Yes","No","No","No",4,12,"No"
"252",4353,"Yes",34,"Single","5",9.04,"1",11,0,0,"No","13","Yes","No","No","No",5,14,"No"
